Dataset,Algorithm,ChainMaxLength,UseCacheTop1PctByLevel,UseTwoLevelSearch,TlsRatio,K,ef,Recall,TimePerQuery(us)
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,10,0.776900,2094.258600
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,20,0.879300,3362.362000
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,30,0.920500,4457.150100
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,40,0.942200,5580.914600
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,50,0.955900,6802.966700
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,60,0.965300,7732.203200
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,80,0.972500,9893.837200
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,100,0.976500,11480.567900
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,120,0.980600,14108.024700
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,150,0.983000,17009.922200
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,200,0.985100,22142.367700
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,300,0.987500,30972.444600
sift-128-euclidean,DeXOR,-1,1,1,0.2000,1,400,0.986800,40216.430900
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,10,0.782400,3091.889300
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,20,0.888300,4862.694800
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,30,0.928000,6400.340200
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,40,0.948000,7942.049700
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,50,0.962500,9497.965600
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,60,0.970800,11393.805400
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,80,0.979300,14219.778300
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,100,0.983000,17000.840400
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,120,0.985800,20119.278700
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,150,0.986300,24206.375400
sift-128-euclidean,DeXOR,-1,1,1,0.3000,1,200,0.990100,31256.263200
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,10,0.784200,5302.013000
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,20,0.890500,8234.069500
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,30,0.930000,10614.500300
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,40,0.950500,13257.011600
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,50,0.963400,16483.099200
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,60,0.973000,19210.913200
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,80,0.980600,24016.217400
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,100,0.983800,28094.235800
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,120,0.987200,33982.396400
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,150,0.987500,40919.092600
sift-128-euclidean,DeXOR,-1,1,1,0.5000,1,200,0.991600,52577.451300
